GapLength,Station,GapID,Date,TrueValue,PredictedValue
30,bamnidhi,1,1991-12-11,100.8,18.63496000000001
30,bamnidhi,1,1991-12-12,96.8,17.046120000000002
30,bamnidhi,1,1991-12-13,81.98,17.199659999999998
30,bamnidhi,1,1991-12-14,89.52,16.608880000000003
30,bamnidhi,1,1991-12-15,90.0,17.750739999999997
30,bamnidhi,1,1991-12-16,96.06,15.815540000000004
30,bamnidhi,1,1991-12-17,111.8,15.858460000000003
30,bamnidhi,1,1991-12-18,105.4,105.4
30,basantpur,1,1991-11-18,147.9,132.0103000000001
30,basantpur,1,1991-11-19,176.2,133.23180000000008
30,basantpur,1,1991-11-20,172.1,133.70980000000006
30,basantpur,1,1991-11-21,170.0,130.08080000000004
30,basantpur,1,1991-11-22,175.1,125.74510000000004
30,basantpur,1,1991-11-23,171.7,121.86150000000004
30,basantpur,1,1991-11-24,171.0,117.07750000000006
30,basantpur,1,1991-11-25,132.3,115.61610000000005
30,basantpur,1,1991-11-26,129.4,111.06680000000007
30,basantpur,1,1991-11-27,133.2,107.6646
30,basantpur,1,1991-11-28,129.8,111.05160000000002
30,basantpur,1,1991-11-29,127.9,99.98130000000003
30,basantpur,1,1991-11-30,122.3,96.30850000000001
30,basantpur,1,1991-12-01,124.0,83.25340000000004
30,basantpur,1,1991-12-02,124.3,81.24780000000001
30,basantpur,1,1991-12-03,121.5,82.74310000000001
30,basantpur,1,1991-12-04,119.5,80.87849999999999
30,basantpur,1,1991-12-05,113.5,82.42710000000001
30,basantpur,1,1991-12-06,111.0,80.08409999999999
30,basantpur,1,1991-12-07,114.0,75.53030000000001
30,basantpur,1,1991-12-08,110.0,74.82710000000002
30,basantpur,1,1991-12-09,181.0,68.5386
30,basantpur,1,1991-12-10,183.9,63.38790000000001
30,basantpur,1,1991-12-11,178.7,61.8451
30,basantpur,1,1991-12-12,111.8,54.668299999999974
30,basantpur,1,1991-12-13,111.0,55.39749999999997
30,basantpur,1,1991-12-14,108.3,53.900199999999984
30,basantpur,1,1991-12-15,105.0,52.54290000000001
30,basantpur,1,1991-12-16,107.1,48.1453
30,basantpur,1,1991-12-17,134.2,46.2234
30,basantpur,1,1991-12-18,133.7,133.7
30,ghatora,1,1993-05-07,0.051,1.1813682764134499
30,ghatora,1,1993-05-08,0.05,0.9329630943854181
30,ghatora,1,1993-05-09,0.08,1.0877550240033387
30,ghatora,1,1993-05-10,0.049,1.0638150240033386
30,ghatora,1,1993-05-11,0.059,1.000535024003338
30,ghatora,1,1993-05-12,0.047,1.0571450240033387
30,ghatora,1,1993-05-13,0.073,0.8760100160022253
30,ghatora,1,1993-05-14,0.047,1.0647450240033387
30,ghatora,1,1993-05-15,0.051,1.0678450240033386
30,ghatora,1,1993-05-16,0.04,36.632720000000006
30,ghatora,1,1993-05-17,0.05,36.632720000000006
30,ghatora,1,1993-05-18,0.053,37.46965000000001
30,ghatora,1,1993-05-19,0.053,1.0380200160022255
30,ghatora,1,1993-05-20,0.06,0.9995500160022255
30,ghatora,1,1993-05-21,0.047,1.0539900160022257
30,ghatora,1,1993-05-22,0.059,1.0468600160022254
30,ghatora,1,1993-05-23,0.1,1.0216300160022254
30,ghatora,1,1993-05-24,0.23,1.0069600160022256
30,ghatora,1,1993-05-25,0.179,1.0110600160022256
30,ghatora,1,1993-05-26,0.143,0.9220350080011128
30,ghatora,1,1993-05-27,0.122,0.9701200160022254
30,ghatora,1,1993-05-28,0.116,0.9244300000000001
30,ghatora,1,1993-05-29,0.101,0.9580300000000002
30,ghatora,1,1993-05-30,0.15,0.8981500000000002
30,ghatora,1,1993-05-31,0.132,0.99535
30,ghatora,1,1993-06-01,0.145,1.1183000160022252
30,ghatora,1,1993-06-02,0.12,1.0463200000000006
30,ghatora,1,1993-06-03,0.122,1.1665900000000002
30,ghatora,1,1993-06-04,0.159,1.0485700000000002
30,ghatora,1,1993-06-05,0.84,1.0574900000000003
30,ghatora,1,1993-06-06,0.13,0.13
30,kantamal,1,1990-06-19,309.0,368.23247000000003
30,kantamal,1,1990-06-20,187.3,314.3156000000002
30,kantamal,1,1990-06-21,165.0,248.52838000000008
30,kantamal,1,1990-06-22,130.8,247.96199999999996
30,kantamal,1,1990-06-23,163.2,250.3388799999999
30,kantamal,1,1990-06-24,170.0,317.13235000000003
30,kantamal,1,1990-06-25,258.1,471.3648900000002
30,kantamal,1,1990-06-26,1800.0,709.0153900000001
30,kantamal,1,1990-06-27,475.5,796.3809300000003
30,kantamal,1,1990-06-28,452.8,714.9047799999998
30,kantamal,1,1990-06-29,521.4,879.7439500000002
30,kantamal,1,1990-06-30,707.2,639.2892000000002
30,kantamal,1,1990-07-01,750.0,565.4314000000002
30,kantamal,1,1990-07-02,451.2,426.70215
30,kantamal,1,1990-07-03,356.5,540.40776
30,kantamal,1,1990-07-04,440.0,444.43615999999986
30,kantamal,1,1990-07-05,212.9,454.1607999999999
30,kantamal,1,1990-07-06,191.0,331.81552000000005
30,kantamal,1,1990-07-07,106.3,292.27157000000005
30,kantamal,1,1990-07-08,260.0,281.49350000000004
30,kantamal,1,1990-07-09,213.2,247.53325000000007
30,kantamal,1,1990-07-10,371.6,328.46131
30,kantamal,1,1990-07-11,349.0,315.00560000000013
30,kantamal,1,1990-07-12,438.9,378.31450000000007
30,kantamal,1,1990-07-13,1230.0,1263.9250600000003
30,kantamal,1,1990-07-14,2599.0,1248.2485000000004
30,kantamal,1,1990-07-15,1790.0,917.2455700000003
30,kantamal,1,1990-07-16,1107.9,1092.8840000000002
30,kantamal,1,1990-07-17,1102.4,980.0140000000007
30,kantamal,1,1990-07-18,1050.0,754.7254499999998
30,kantamal,1,1990-07-19,858.1,858.1
30,tikarapara,1,1992-02-04,324.15,256.9529400000001
30,tikarapara,1,1992-02-05,316.47,255.29031000000006
30,tikarapara,1,1992-02-06,315.92,252.79945000000004
30,tikarapara,1,1992-02-07,317.99,255.48238
30,tikarapara,1,1992-02-08,321.32,251.9543500000001
30,tikarapara,1,1992-02-09,330.0,252.03303999999997
30,tikarapara,1,1992-02-10,350.12,261.00651999999997
30,tikarapara,1,1992-02-11,360.67,276.60135
30,tikarapara,1,1992-02-12,355.53,275.66421
30,tikarapara,1,1992-02-13,348.58,271.55876
30,tikarapara,1,1992-02-14,342.04,271.0160200000001
30,tikarapara,1,1992-02-15,337.26,278.19496000000004
30,tikarapara,1,1992-02-16,345.0,269.7247800000001
30,tikarapara,1,1992-02-17,353.58,268.8475100000001
30,tikarapara,1,1992-02-18,357.93,254.13104000000004
30,tikarapara,1,1992-02-19,348.45,278.30372000000006
30,tikarapara,1,1992-02-20,337.05,266.0492600000001
30,tikarapara,1,1992-02-21,313.59,273.12730000000005
30,tikarapara,1,1992-02-22,303.93,249.64066999999994
30,tikarapara,1,1992-02-23,300.0,245.92549999999994
30,tikarapara,1,1992-02-24,316.53,251.98577
30,tikarapara,1,1992-02-25,325.77,253.23693000000003
30,tikarapara,1,1992-02-26,327.33,248.59549000000004
30,tikarapara,1,1992-02-27,323.48,249.57549
30,tikarapara,1,1992-02-28,315.37,257.5625300000001
30,tikarapara,1,1992-02-29,315.43,258.17311000000007
30,tikarapara,1,1992-03-01,290.0,256.88997
30,tikarapara,1,1992-03-02,270.0,253.00273
30,tikarapara,1,1992-03-03,244.5,265.74019000000004
30,tikarapara,1,1992-03-04,231.368,270.58315000000005
30,tikarapara,1,1992-03-05,229.32,229.32
30,seorinarayan,1,1993-06-15,3.167,22.973409228994313
30,seorinarayan,1,1993-06-16,4.225,49.98949665608215
30,seorinarayan,1,1993-06-17,4.675,128.9098729104355
30,seorinarayan,1,1993-06-18,4.558,108.17402280446218
30,seorinarayan,1,1993-06-19,9.275,118.43165207195298
30,seorinarayan,1,1993-06-20,18.93,110.57207636777358
30,seorinarayan,1,1993-06-21,36.0,134.45276711960454
30,seorinarayan,1,1993-06-22,55.53,133.14675418444185
30,seorinarayan,1,1993-06-23,53.58,128.43834304167663
30,seorinarayan,1,1993-06-24,34.58,124.48234655377045
30,seorinarayan,1,1993-06-25,44.63,165.93761763924755
30,seorinarayan,1,1993-06-26,46.78,182.7388524957397
30,seorinarayan,1,1993-06-27,80.61,203.6156345566872
30,seorinarayan,1,1993-06-28,106.2,201.96135550733297
30,seorinarayan,1,1993-06-29,116.8,170.21687486700986
30,seorinarayan,1,1993-06-30,115.8,162.47866431377494
30,seorinarayan,1,1993-07-01,113.0,156.64476726076768
30,seorinarayan,1,1993-07-02,105.6,159.81675162487366
30,seorinarayan,1,1993-07-03,92.25,144.6554273675914
30,seorinarayan,1,1993-07-04,95.0,138.76505377103166
30,seorinarayan,1,1993-07-05,88.54,141.21053630105803
30,seorinarayan,1,1993-07-06,89.18,142.29853661175727
30,seorinarayan,1,1993-07-07,164.6,216.20736685450703
30,seorinarayan,1,1993-07-08,372.0,1396.7310699207803
30,seorinarayan,1,1993-07-09,1464.0,1334.3682534163408
30,seorinarayan,1,1993-07-10,1269.0,1148.576567029898
30,seorinarayan,1,1993-07-11,658.6,630.6188843284438
30,seorinarayan,1,1993-07-12,407.1,534.6350360926591
30,seorinarayan,1,1993-07-13,302.2,733.8448325460864
30,seorinarayan,1,1993-07-14,404.4,866.0616662033324
30,seorinarayan,1,1993-07-15,1707.0,1707.0
30,simga,1,1993-03-25,1.03,4.17253
30,simga,1,1993-03-26,0.84,6.43549
30,simga,1,1993-03-27,0.855,6.0197600000000016
30,simga,1,1993-03-28,0.85,4.992500000000001
30,simga,1,1993-03-29,0.916,4.979320000000001
30,simga,1,1993-03-30,0.909,4.7106200000000005
30,simga,1,1993-03-31,0.881,4.5795900000000005
30,simga,1,1993-04-01,0.818,4.545249999999999
30,simga,1,1993-04-02,0.898,4.150490000000002
30,simga,1,1993-04-03,0.865,4.427
30,simga,1,1993-04-04,0.86,4.49081
30,simga,1,1993-04-05,0.84,5.051570000000001
30,simga,1,1993-04-06,0.843,4.5982
30,simga,1,1993-04-07,0.85,4.698340000000001
30,simga,1,1993-04-08,0.772,4.520640000000001
30,simga,1,1993-04-09,0.77,5.298090000000001
30,simga,1,1993-04-10,0.86,4.385670000000001
30,simga,1,1993-04-11,0.81,4.3872800000000005
30,simga,1,1993-04-12,0.813,4.5011399999999995
30,simga,1,1993-04-13,0.846,4.4524799999999995
30,simga,1,1993-04-14,0.8,4.931590000000001
30,simga,1,1993-04-15,0.797,7.4512100000000006
30,simga,1,1993-04-16,0.779,19.361510000000003
30,simga,1,1993-04-17,0.823,21.39094
30,simga,1,1993-04-18,0.8,21.23837
30,simga,1,1993-04-19,0.799,20.159270000000003
30,simga,1,1993-04-20,0.77,19.881570000000004
30,simga,1,1993-04-21,0.758,19.879470000000005
30,simga,1,1993-04-22,0.935,19.382420000000003
30,simga,1,1993-04-23,0.863,19.310620000000004
30,simga,1,1993-04-24,0.805,0.805
30,kesinga,1,1992-10-06,38.0,49.45105957092631
30,kesinga,1,1992-10-07,39.34,53.862659570926326
30,kesinga,1,1992-10-08,36.27,51.52610000000001
30,kesinga,1,1992-10-09,36.88,50.8806
30,kesinga,1,1992-10-10,40.42,57.48745659634629
30,kesinga,1,1992-10-11,46.0,58.378
30,kesinga,1,1992-10-12,42.09,57.847
30,kesinga,1,1992-10-13,38.34,65.32737527004785
30,kesinga,1,1992-10-14,36.94,65.0429
30,kesinga,1,1992-10-15,38.25,59.206199999999974
30,kesinga,1,1992-10-16,39.48,56.151399999999995
30,kesinga,1,1992-10-17,36.91,54.596000000000004
30,kesinga,1,1992-10-18,33.0,48.19259999999999
30,kesinga,1,1992-10-19,30.01,47.30039999999999
30,kesinga,1,1992-10-20,24.79,47.3659
30,kesinga,1,1992-10-21,22.96,47.3117
30,kesinga,1,1992-10-22,22.6,48.90089999999997
30,kesinga,1,1992-10-23,23.48,45.3754
30,kesinga,1,1992-10-24,21.33,44.955299999999994
30,kesinga,1,1992-10-25,20.0,45.571400000000004
30,kesinga,1,1992-10-26,23.71,48.96099999999998
30,kesinga,1,1992-10-27,22.85,49.18409999999999
30,kesinga,1,1992-10-28,22.33,43.6236
30,kesinga,1,1992-10-29,21.04,42.399400000000014
30,kesinga,1,1992-10-30,20.2,37.469400000000014
30,kesinga,1,1992-10-31,19.28,37.07270000000001
30,kesinga,1,1992-11-01,12.0,32.34650000000001
30,kesinga,1,1992-11-02,11.0,35.615100000000005
30,kesinga,1,1992-11-03,10.5,47.62559999999999
30,kesinga,1,1992-11-04,22.0,42.270300000000006
30,kesinga,1,1992-11-05,20.57,20.57
30,jondhra,1,1990-12-10,48.66,67.28251999999999
30,jondhra,1,1990-12-11,48.46,72.28326000000001
30,jondhra,1,1990-12-12,52.85,67.03486
30,jondhra,1,1990-12-13,52.52,70.60939
30,jondhra,1,1990-12-14,52.94,68.27763
30,jondhra,1,1990-12-15,52.87,66.56864000000002
30,jondhra,1,1990-12-16,51.0,64.62844000000001
30,jondhra,1,1990-12-17,48.9,58.93747999999998
30,jondhra,1,1990-12-18,47.37,59.56044999999998
30,jondhra,1,1990-12-19,50.59,57.173639999999985
30,jondhra,1,1990-12-20,49.85,56.57656000000001
30,jondhra,1,1990-12-21,45.86,57.02554
30,jondhra,1,1990-12-22,43.33,56.945139999999995
30,jondhra,1,1990-12-23,41.0,56.569340000000004
30,jondhra,1,1990-12-24,39.12,54.50335999999999
30,jondhra,1,1990-12-25,38.7,56.143239999999984
30,jondhra,1,1990-12-26,38.5,54.26167999999998
30,jondhra,1,1990-12-27,37.13,50.38211999999998
30,jondhra,1,1990-12-28,35.49,49.077339999999985
30,jondhra,1,1990-12-29,34.23,50.553540000000005
30,jondhra,1,1990-12-30,34.5,50.74673999999999
30,jondhra,1,1990-12-31,35.14,47.382639999999995
30,jondhra,1,1991-01-01,39.02,47.624079999999985
30,jondhra,1,1991-01-02,35.5,44.68236000000001
30,jondhra,1,1991-01-03,34.39,45.258200000000016
30,jondhra,1,1991-01-04,33.48,43.26130000000001
30,jondhra,1,1991-01-05,32.33,42.3055
30,jondhra,1,1991-01-06,28.9,46.23090000000001
30,jondhra,1,1991-01-07,32.7,46.3491
30,jondhra,1,1991-01-08,31.91,43.9184
30,jondhra,1,1991-01-09,35.62,35.62
30,sundergarh,1,1990-04-10,0.661,3.5769899999999977
30,sundergarh,1,1990-04-11,2.553,3.6714399999999987
30,sundergarh,1,1990-04-12,2.399,3.6212799999999987
30,sundergarh,1,1990-04-13,1.956,3.732509999999998
30,sundergarh,1,1990-04-14,1.158,3.701039999999998
30,sundergarh,1,1990-04-15,0.932,3.7928399999999978
30,sundergarh,1,1990-04-16,0.706,3.7316399999999974
30,sundergarh,1,1990-04-17,0.672,3.6860899999999983
30,sundergarh,1,1990-04-18,0.525,3.8343499999999984
30,sundergarh,1,1990-04-19,0.421,3.6789599999999982
30,sundergarh,1,1990-04-20,0.429,4.056729999999998
30,sundergarh,1,1990-04-21,0.411,3.8123899999999993
30,sundergarh,1,1990-04-22,0.411,3.7433599999999982
30,sundergarh,1,1990-04-23,0.383,3.7355899999999993
30,sundergarh,1,1990-04-24,0.375,3.7671599999999987
30,sundergarh,1,1990-04-25,0.35,3.6919199999999988
30,sundergarh,1,1990-04-26,0.344,3.8203199999999997
30,sundergarh,1,1990-04-27,0.344,3.7741200000000004
30,sundergarh,1,1990-04-28,0.326,3.966289999999997
30,sundergarh,1,1990-04-29,0.331,4.040599999999999
30,sundergarh,1,1990-04-30,0.331,4.333929999999998
30,sundergarh,1,1990-05-01,1.112,4.732109999999999
30,sundergarh,1,1990-05-02,0.961,4.694709999999998
30,sundergarh,1,1990-05-03,0.848,4.250559999999999
30,sundergarh,1,1990-05-04,13.39,4.061569999999999
30,sundergarh,1,1990-05-05,11.69,5.67719
30,sundergarh,1,1990-05-06,6.196,6.6678599999999975
30,sundergarh,1,1990-05-07,6.196,9.352040000000002
30,sundergarh,1,1990-05-08,10.199,5.0635200000000005
30,sundergarh,1,1990-05-09,9.21,5.614339999999999
30,sundergarh,1,1990-05-10,9.751,9.751
30,salebhata,1,1990-07-01,33.25,81.22030000000002
30,salebhata,1,1990-07-02,21.34,68.72349000000003
30,salebhata,1,1990-07-03,23.21,125.11728999999995
30,salebhata,1,1990-07-04,33.75,64.40540000000001
30,salebhata,1,1990-07-05,13.78,114.58328000000002
30,salebhata,1,1990-07-06,10.3,113.03979000000005
30,salebhata,1,1990-07-07,14.79,98.20328
30,salebhata,1,1990-07-08,12.5,85.67699
30,salebhata,1,1990-07-09,13.74,78.39101999999998
30,salebhata,1,1990-07-10,17.15,77.36872000000002
30,salebhata,1,1990-07-11,21.17,104.76389
30,salebhata,1,1990-07-12,14.86,142.45018999999988
30,salebhata,1,1990-07-13,800.0,282.7959
30,salebhata,1,1990-07-14,500.2,288.59159999999997
30,salebhata,1,1990-07-15,255.0,260.1029000000001
30,salebhata,1,1990-07-16,190.3,310.6623000000002
30,salebhata,1,1990-07-17,150.9,248.9517
30,salebhata,1,1990-07-18,100.46,156.552
30,salebhata,1,1990-07-19,50.63,134.09189999999998
30,salebhata,1,1990-07-20,50.5,151.92690000000002
30,salebhata,1,1990-07-21,150.5,186.97530000000017
30,salebhata,1,1990-07-22,150.75,345.11710000000016
30,salebhata,1,1990-07-23,175.1,372.1735
30,salebhata,1,1990-07-24,450.9,673.2803000000001
30,salebhata,1,1990-07-25,300.5,501.2170999999999
30,salebhata,1,1990-07-26,190.7,288.3737000000001
30,salebhata,1,1990-07-27,107.9,162.7716
30,salebhata,1,1990-07-28,59.68,137.27920000000006
30,salebhata,1,1990-07-29,100.5,167.37760000000006
30,salebhata,1,1990-07-30,79.1,156.18269
30,salebhata,1,1990-07-31,62.28,62.28
30,patharidih,1,1994-02-04,1.99,16.68317232735775
30,patharidih,1,1994-02-05,1.803,16.18472067967107
30,patharidih,1,1994-02-06,1.91,15.428268539598776
30,patharidih,1,1994-02-07,1.977,17.340837233077924
30,patharidih,1,1994-02-08,8.333,17.495692613922287
30,patharidih,1,1994-02-09,6.669,17.50139413172814
30,patharidih,1,1994-02-10,3.75,17.61604059785745
30,patharidih,1,1994-02-11,2.07,19.840052592033384
30,patharidih,1,1994-02-12,3.03,19.77591405645363
30,patharidih,1,1994-02-13,3.11,18.567464765084093
30,patharidih,1,1994-02-14,2.71,19.22899535006422
30,patharidih,1,1994-02-15,3.197,18.877319543301443
30,patharidih,1,1994-02-16,2.99,19.027188707453078
30,patharidih,1,1994-02-17,5.788,19.082630611561868
30,patharidih,1,1994-02-18,8.678,21.21532748083074
30,patharidih,1,1994-02-19,18.62,21.205930053531915
30,patharidih,1,1994-02-20,16.15,20.945245782075325
30,patharidih,1,1994-02-21,18.42,21.109837389474368
30,patharidih,1,1994-02-22,14.35,20.970899386334505
30,patharidih,1,1994-02-23,10.68,20.817104345200793
30,patharidih,1,1994-02-24,6.715,20.821478728835267
30,patharidih,1,1994-02-25,5.117,20.915156447812382
30,patharidih,1,1994-02-26,3.27,20.790959618218523
30,patharidih,1,1994-02-27,2.51,20.81985948669702
30,patharidih,1,1994-02-28,2.23,20.52290372434007
30,patharidih,1,1994-03-01,2.07,20.742478865517054
30,patharidih,1,1994-03-02,1.803,19.819767385644173
30,patharidih,1,1994-03-03,1.723,19.759909627542115
30,patharidih,1,1994-03-04,1.617,19.571970421813536
30,patharidih,1,1994-03-05,1.59,19.483304367787657
30,patharidih,1,1994-03-06,1.563,1.563
30,kurubhata,1,1992-03-29,2.5,4.067329999999999
30,kurubhata,1,1992-03-30,2.376,4.23731
30,kurubhata,1,1992-03-31,3.614,4.377059999999999
30,kurubhata,1,1992-04-01,3.644,3.96779
30,kurubhata,1,1992-04-02,4.98,5.158929999999998
30,kurubhata,1,1992-04-03,4.989,5.950170000000001
30,kurubhata,1,1992-04-04,4.89,5.826019999999999
30,kurubhata,1,1992-04-05,4.5,5.6467899999999975
30,kurubhata,1,1992-04-06,2.56,6.0302
30,kurubhata,1,1992-04-07,2.515,6.01447
30,kurubhata,1,1992-04-08,2.325,6.119150000000001
30,kurubhata,1,1992-04-09,1.728,6.136340000000001
30,kurubhata,1,1992-04-10,1.739,5.80763
30,kurubhata,1,1992-04-11,1.72,5.476339999999998
30,kurubhata,1,1992-04-12,1.65,5.600259999999999
30,kurubhata,1,1992-04-13,1.564,3.346990000000001
30,kurubhata,1,1992-04-14,1.4,3.3698900000000003
30,kurubhata,1,1992-04-15,1.5,3.16835
30,kurubhata,1,1992-04-16,1.473,3.08254
30,kurubhata,1,1992-04-17,1.4,2.6538600000000003
30,kurubhata,1,1992-04-18,1.492,2.90163
30,kurubhata,1,1992-04-19,1.5,2.84062
30,kurubhata,1,1992-04-20,1.888,3.27868
30,kurubhata,1,1992-04-21,1.629,3.1152499999999996
30,kurubhata,1,1992-04-22,1.433,3.01436
30,kurubhata,1,1992-04-23,1.177,3.3923500000000013
30,kurubhata,1,1992-04-24,1.092,2.6234299999999995
30,kurubhata,1,1992-04-25,1.476,2.9151700000000007
30,kurubhata,1,1992-04-26,1.6,2.9461600000000003
30,kurubhata,1,1992-04-27,1.723,2.9392300000000007
30,kurubhata,1,1992-04-28,1.174,1.174
30,rajim,1,1990-11-18,43.0,33.507370000000016
30,rajim,1,1990-11-19,29.37,32.90668000000001
30,rajim,1,1990-11-20,27.24,31.593970000000017
30,rajim,1,1990-11-21,32.28,31.50304000000001
30,rajim,1,1990-11-22,35.46,30.818570000000005
30,rajim,1,1990-11-23,26.86,25.03104000000001
30,rajim,1,1990-11-24,23.59,27.298990000000007
30,rajim,1,1990-11-25,18.0,27.32493000000001
30,rajim,1,1990-11-26,15.36,23.38419
30,rajim,1,1990-11-27,16.09,23.99308
30,rajim,1,1990-11-28,16.93,22.96015
30,rajim,1,1990-11-29,16.91,23.98915
30,rajim,1,1990-11-30,17.31,23.889739999999996
30,rajim,1,1990-12-01,19.84,19.517089999999996
30,rajim,1,1990-12-02,18.0,24.24704
30,rajim,1,1990-12-03,12.15,21.37958999999999
30,rajim,1,1990-12-04,10.8,20.721029999999992
30,rajim,1,1990-12-05,10.05,21.830729999999996
30,rajim,1,1990-12-06,8.157,20.66853999999999
30,rajim,1,1990-12-07,8.157,20.877019999999995
30,rajim,1,1990-12-08,7.297,12.85996
30,rajim,1,1990-12-09,7.2,11.65543
30,rajim,1,1990-12-10,7.369,12.511959999999998
30,rajim,1,1990-12-11,7.287,12.335100000000004
30,rajim,1,1990-12-12,7.008,12.08761
30,rajim,1,1990-12-13,6.0,12.67175
30,rajim,1,1990-12-14,6.0,11.576260000000001
30,rajim,1,1990-12-15,5.5,10.883100000000004
30,rajim,1,1990-12-16,5.45,10.611410000000003
30,rajim,1,1990-12-17,5.4,8.908780000000002
30,rajim,1,1990-12-18,5.5,5.5
